Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Condição,Preco,ID Anuncio,Data Anuncio,Link,Tipo de cor,IUC,Não fumador,2º Chave,Consumo Urbano,Inspecção válida até,Consumo Extra Urbano,VIN,Garantia de Fábrica até,Consumo Combinado,Sub-modelo,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,ou até,Consumo,Site,Portugal,Data
Particular,MINI,Electric,Cooper SE,Eléctrico,Dezembro,2019,40 000 km,,184 cv,,,,Citadino,Verde,Automática,,3,,,,,,,,,Usados,19 999,8091411996,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-ID8PAJT6.html,Metalizado,,,,,,,,,,,180 km,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Land Rover,Discovery Sport,,Diesel,Janeiro,2017,52 000 km,1 999 cm3,150 cv,,,Sim,SUV / TT,Outra,Manual,,5,5,,,,18 Meses,,,,Usados,25 490,8092097499,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-discovery-sport-ID8PDCdB.html,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,420 Gran Coupé,d Advantage Auto,Diesel,Outubro,2017,117 000 km,1 995 cm3,190 cv,,,Sim,Sedan,Cinzento,Automática,,5,5,Classe 1,Tracção traseira,,18 Meses,1,Nacional,Sim,Usados,25 799,8090670059,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-advantage-auto-ID8PxCSn.html,Metalizado,,Sim,Sim,,,,,,,Série 4,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,DS,DS4,1.2 PureTech Rivoli Cross EAT8,Gasolina,Abril,2022,60 724 km,1 199 cm3,130 cv,,Sim,Sim,SUV / TT,Cinzento,Automática,8,5,5,Classe 1,Tracção dianteira,,36 Meses,,Importado,Sim,Usados,29 980,8091179064,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ds-ds4-1-2-puretech-rivoli-cross-eat8-ID8PzLi8.html,Metalizado,,Sim,Sim,,,,,30 Abril 2025,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,VW,Golf,1.5 TSI BM Stream,Gasolina,Julho,2021,29 535 km,1 498 cm3,130 cv,,Sim,Sim,Utilitário,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,Importado,Sim,Usados,24 980,8091473816,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-5-tsi-bm-stream-ID8PAZYc.html,Metalizado,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Ford,Focus SW,1.0 EcoBoost ST-Line,Gasolina,Fevereiro,2020,88 900 km,998 cm3,125 cv,,,,Carrinha,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,128 g/km,18 Meses,,Nacional,,Usados,19 500,8091820512,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-0-ecoboost-st-line-ID8PCsa4.html,,,Sim,Sim,"5,90 l/100km",,"4,20 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,5008,1.5 BlueHDi Active,Diesel,Fevereiro,2019,160 000 km,1 499 cm3,130 cv,Sim,,Sim,Monovolume,Branco,Manual,,5,7,,,,18 Meses,,,,Usados,23 500,8091653397,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-active-ID8PBKGF.html,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Particular,MINI,Electric,Cooper SE,Eléctrico,Dezembro,2019,40 000 km,,184 cv,,,,Citadino,Verde,Automática,,3,,,,,,,,,Usados,19 999,8091411996,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-ID8PAJT6.html,Metalizado,,,,,,,,,,,180 km,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Nissan,Leaf,Acenta,Eléctrico,Dezembro,2020,24 950 km,,150 cv,Sim,Sim,Sim,Utilitário,Azul,Automática,1,5,5,Classe 1,Tracção dianteira,,18 Meses,,,Sim,Usados,18 950,8091820492,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-leaf-acenta-ID8PCs9K.html,,,Sim,Sim,,,,Mostrar VIN,,,,270 km,40 kWh,Própria,300 km,,"20,60 kWh/100km",StandVirtual,Yes,2024-03-29
Profissional,Opel,Grandland,1.5 CDTI GS Line AT,Diesel,Junho,2022,73 462 km,1 499 cm3,130 cv,Sim,,Sim,SUV / TT,Cinzento,Automática,8,5,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,,Usados,24 750,8092020487,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-grandland-1-5-cdti-gs-line-at-ID8PDibt.html,,,,Sim,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Toyota,Yaris,1.5 HSD Square Collec.White,Híbrido (Gasolina),Dezembro,2016,48 600 km,1 497 cm3,101 cv,,,,Utilitário,Branco,Automática,1,5,5,,Tracção dianteira,82 g/km,18 Meses,,Nacional,,Usados,15 690,8092097498,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-5-hsd-square-collec-white-ID8PDCdA.html,,,,Sim,"3,60 l/100km",,"3,30 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Mercedes-Benz,CLA 200,,Diesel,Julho,2017,169 000 km,2 143 cm3,136 cv,,,Sim,Sedan,Cinzento,Automática,7,5,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,,Usados,23 900,8085568160,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-ID8PcdDG.html,Metalizado,,,Sim,"6,60 l/100km",,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Hyundai,Kauai,EV 39kWh Executive,Eléctrico,Novembro,2020,30 100 km,,136 cv,Sim,Sim,Sim,SUV / TT,Branco,Automática,,5,5,Classe 1,,,18 Meses,,,Sim,Usados,20 950,8091888124,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-39kwh-executive-ID8PCJKA.html,Metalizado,,Sim,Sim,,,,,16 Novembro 2025,,,,39 kWh,Própria,,160 000 km,14 kWh/100km,StandVirtual,Yes,2024-03-29
Particular,Mercedes-Benz,C 220,d Aut.,Diesel,Agosto,2016,88 000 km,2 143 cm3,170 cv,,,,Coupé,Branco,Automática,9,3,4,,Tracção traseira,106 g/km,,,,Sim,Usados,29 500,8092013442,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-aut-ID8PDglQ.html,Pérola,,Sim,Sim,"4,70 l/100km",31 Agosto 2024,"3,70 l/100km",Mostrar VIN,,,Classe C,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,e-2008,GT,Eléctrico,Fevereiro,2022,13 254 km,,136 cv,,,Sim,SUV / TT,Cinzento,Automática,,5,5,Classe 1,Tracção dianteira,,36 Meses,,,Sim,Usados,27 980,8092016992,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-gt-ID8PDhh6.html,Metalizado,,Sim,Sim,,,,,31 Dezembro 2025,,,,,,568 km,,,StandVirtual,Yes,2024-03-29
Profissional,Citroën,C4,1.2 PureTech Shine Pack EAT8,Gasolina,Junho,2023,13 749 km,1 199 cm3,131 cv,,Sim,Sim,Utilitário,Cinzento,Automática,8,5,5,Classe 1,Tracção dianteira,,36 Meses,,Importado,Sim,Usados,24 980,8092100199,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-1-2-puretech-shine-pack-eat8-ID8PDCW9.html,Metalizado,,Sim,Sim,,,,,1 Junho 2026,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Citroën,C5 Aircross,1.2 PureTech Shine,Gasolina,Janeiro,2020,67 879 km,1 199 cm3,130 cv,,,Sim,SUV / TT,Prateado,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,,Sim,Usados,20 980,8091957096,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-2-puretech-shine-ID8PD1H2.html,Metalizado,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Toyota,Yaris,1.5 HDF Exclusive,Híbrido (Gasolina),Setembro,2021,38 147 km,1 490 cm3,115 cv,,Sim,Sim,Utilitário,Branco,Automática,,5,5,Classe 1,Tracção dianteira,,18 Meses,,,Sim,Usados,22 480,8091249376,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-5-hdf-exclusive-ID8PA3Ac.html,Pérola,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,DS,DS3 Crossback,1.5 BlueHDi Performance Line EAT8,Diesel,Julho,2022,42 947 km,1 499 cm3,130 cv,,Sim,Sim,SUV / TT,Cinzento,Automática,8,5,5,Classe 1,Tracção dianteira,,36 Meses,,,Sim,Usados,25 980,8091490630,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ds-ds3-crossback-1-5-bluehdi-performance-line-eat8-ID8PB4lo.html,Metalizado,,Sim,Sim,,,,,31 Julho 2025,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Citroën,Grand C4 Spacetourer,1.5 BlueHDi C-Series,Diesel,Fevereiro,2021,115 002 km,1 499 cm3,130 cv,,Sim,Sim,Monovolume,Cinzento,Manual,6,5,7,Classe 1,Tracção dianteira,,18 Meses,,,Sim,Usados,22 480,8091015615,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-grand-c4-spacetourer-1-5-bluehdi-c-series-ID8Pz4LR.html,Metalizado,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,208,1.6 BlueHDi Allure,Diesel,Setembro,2020,59 182 km,1 560 cm3,100 cv,,,Sim,Utilitário,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,,,Sim,Usados,18 980,8091664387,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-allure-ID8PBNxW.html,Metalizado,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,e-208,GT Line,Eléctrico,Setembro,2022,14 080 km,,136 cv,,Sim,Sim,Citadino,Cinzento,Automática,,5,5,Classe 1,,,36 Meses,,,Sim,Usados,25 980,8090783044,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-gt-line-ID8Py6gI.html,Metalizado,,Sim,Sim,,,,,28 Junho 2025,,,320 km,,Própria,,,,StandVirtual,Yes,2024-03-29
Profissional,Citroën,C3,1.5 BlueHDi Shine,Diesel,Fevereiro,2023,7 013 km,1 499 cm3,102 cv,,Sim,Sim,Citadino,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,,36 Meses,,Importado,Sim,Usados,21 480,8090967735,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-5-bluehdi-shine-ID8PySjB.html,Metalizado,,Sim,Sim,,,,,1 Fevereiro 2026,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,2008,1.5 BlueHDi GT EAT8,Diesel,Março,2023,6 751 km,1 499 cm3,130 cv,,Sim,Sim,SUV / TT,Cinzento,Automática,8,5,5,Classe 1,Tracção dianteira,,36 Meses,1,Importado,Sim,Usados,29 980,8090967728,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-gt-eat8-ID8PySju.html,Metalizado,,Sim,Sim,,,,,1 Março 2026,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Dacia,Duster,1.0 TCe ECO-G Comfort Bi-Fuel,GPL,Junho,2020,104 000 km,999 cm3,101 cv,,,Sim,SUV / TT,Branco,Manual,,5,5,,,,18 Meses,,,,Usados,16 500,8089354927,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-0-tce-eco-g-comfort-bi-fuel-ID8Ps6Kz.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,SEAT,Leon,1.0 EcoTSI FR S/S,Gasolina,Março,2020,69 830 km,999 cm3,115 cv,,,,Citadino,Preto,Manual,,5,5,,,,18 Meses,,Nacional,Sim,Usados,19 980,8090769497,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-1-0-ecotsi-fr-s-s-ID8Py2Kd.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Fiat,500,1.0 Hybrid Dolcevita,Gasolina,Março,2022,32 772 km,999 cm3,70 cv,,,,Pequeno citadino,Cinzento,Manual,6,3,4,,Tracção dianteira,106 g/km,24 Meses,,Nacional,Sim,Usados,17 990,8090193177,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-dolcevita-ID8PwCOJ.html,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Citroën,C4 Cactus,1.6 BlueHDi Feel,Diesel,Outubro,2020,18 600 km,1 560 cm3,100 cv,,,,SUV / TT,Cinzento,Manual,,5,5,,,,18 Meses,,Nacional,Sim,Usados,18 990,8091522078,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-bluehdi-feel-ID8PBcvC.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Clio,1.0 TCe Limited,Gasolina,Setembro,2022,28 442 km,999 cm3,90 cv,,,,Utilitário,Outra,Manual,,5,5,,,,18 Meses,,Nacional,Sim,Usados,17 900,8091988537,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-limited-ID8PD9S9.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Volvo,V60,2.0 D3 Momentum Plus,Diesel,Agosto,2020,150 000 km,1 969 cm3,150 cv,,,Sim,Carrinha,Cinzento,Manual,6,5,5,,Tracção dianteira,138 g/km,18 Meses,,,Sim,Usados,24 500,8091522333,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d3-momentum-plus-ID8PBcAJ.html,,,Sim,Sim,"5,10 l/100km",,"3,90 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,VW,Golf Variant,1.6 TDi Confortline,Diesel,Agosto,2018,108 150 km,1 598 cm3,115 cv,Sim,,Sim,Carrinha,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,130 g/km,18 Meses,1,Nacional,Sim,Usados,16 900,8090236659,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-confortline-ID8PwO83.html,Metalizado,,Sim,Sim,"4,70 l/100km",,"3,80 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,318,d Touring Advantage,Diesel,Novembro,2017,119 014 km,1 995 cm3,150 cv,,Sim,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,Tracção traseira,150 g/km,18 Meses,1,Nacional,Sim,Usados,21 950,8090704589,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-advantage-ID8PxLRj.html,Metalizado,,Sim,Sim,"5,20 l/100km",29 Dezembro 2024,"3,80 l/100km",Mostrar VIN,,,Série 3,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Citroën,C3 Aircross,1.5 BlueHDi Shine,Diesel,Março,2022,25 682 km,1 499 cm3,110 cv,,,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,,36 Meses,,,Sim,Usados,19 980,8091876519,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-5-bluehdi-shine-ID8PCGJp.html,Metalizado,,Sim,Sim,,,,,31 Dezembro 2025,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Volvo,XC 60,2.0 T8 PHEV Inscription AWD,Híbrido Plug-In,Janeiro,2020,53 100 km,1 969 cm3,392 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Automática,8,5,5,Classe 1,,,36 Meses,1,Nacional,Sim,Usados,39 900,8092104735,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-t8-phev-inscription-awd-ID8PDE6j.html,Metalizado,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,X3,20 d xDrive Pack M Auto,Diesel,Junho,2018,69 862 km,1 995 cm3,190 cv,Sim,,Sim,SUV / TT,Cinzento,Automática,8,5,5,Classe 1,,138 g/km,18 Meses,1,,,Usados,43 950,8090791476,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-pack-m-auto-ID8Py8sI.html,Metalizado,,,Sim,,,,,,,Série X,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,5008,1.2 PureTech Allure Pack,Gasolina,Janeiro,2023,15 000 km,1 199 cm3,130 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Manual,6,5,7,Classe 1,,,18 Meses,1,Nacional,Sim,Usados,31 400,8092097554,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-2-puretech-allure-pack-ID8PDCeu.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Particular,Hyundai,Tucson,1.6 CRDi Vanguard DCT,Diesel,Julho,2021,58 500 km,1 598 cm3,136 cv,,,,SUV / TT,Preto,Automática,7,5,5,,Tracção dianteira,134 g/km,,1,Nacional,Sim,Usados,35 500,8092097533,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-crdi-vanguard-dct-ID8PDCe9.html,Metalizado,,Sim,Sim,"4,60 l/100km",21 Julho 2025,"4,40 l/100km",Mostrar VIN,21 Julho 2028,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Polestar,2,Standard Range,Eléctrico,Outubro,2022,6 300 km,,231 cv,,,,Sedan,Azul,Automática,1,5,5,Classe 1,Tracção dianteira,,24 Meses,,,,Usados,40 900,8092105360,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/polestar-2-standard-range-ID8PDEgo.html,Metalizado,,,Sim,,,,Mostrar VIN,10 Outubro 2025,,,440 km,69 kWh,Própria,,,,StandVirtual,Yes,2024-03-29
Profissional,Audi,A4 Avant,30 TDI S line S tronic,Diesel,Novembro,2019,55 000 km,1 968 cm3,136 cv,,,Sim,Carrinha,Cinzento,Automática,,5,5,Classe 1,,,18 Meses,,Importado,Sim,Usados,32 990,8091443318,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-30-tdi-s-line-s-tronic-ID8PAS2i.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Particular,Volvo,XC 40,1.5 T5 PHEV Momentum,Híbrido Plug-In,Outubro,2020,65 000 km,1 477 cm3,262 cv,,,,SUV / TT,Preto,Automática,7,5,,,Tracção dianteira,46 g/km,,,,,Usados,32 500,8091899402,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-1-5-t5-phev-momentum-ID8PCMGu.html,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Audi,A5 Sportback,2.0 TDI S-line S tronic,Diesel,Março,2019,120 000 km,1 968 cm3,150 cv,,,Sim,Sedan,Branco,Automática,,5,5,Classe 1,,118 g/km,18 Meses,,Importado,Sim,Usados,33 990,8091173288,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-2-0-tdi-s-line-s-tronic-ID8PzJMY.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,116,d Pack M,Diesel,Abril,2022,21 300 km,1 496 cm3,116 cv,,,Sim,Utilitário,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,122 g/km,18 Meses,,Nacional,Sim,Usados,30 990,8091563828,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-ID8PBno0.html,,,Sim,Sim,,,,Mostrar VIN,,,Série 1,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Alfa Romeo,Tonale,1.6 VGT-D Sprint,Diesel,Março,2023,14 142 km,1 598 cm3,130 cv,Sim,,Sim,SUV / TT,Vermelho,Automática,,5,5,,,,24 Meses,,,,Usados,40 000,8089828099,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-tonale-1-6-vgt-d-sprint-ID8Pu5Qn.html,,,,,,,,Mostrar VIN,,"5,70 l/100km",,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Audi,A5 Sportback,2.0 TDI S-line S tronic,Diesel,Junho,2018,85 000 km,1 968 cm3,190 cv,Sim,,Sim,Sedan,Preto,Automática,,5,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,Sim,Usados,33 999,8091901453,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-2-0-tdi-s-line-s-tronic-ID8PCNdz.html,Metalizado,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Junho,2023,23 952 km,1 950 cm3,116 cv,,,,Utilitário,Preto,Automática,8,5,5,,Tracção dianteira,132 g/km,24 Meses,,,Sim,Usados,39 990,8091901252,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PCNak.html,,,Sim,Sim,"5,30 l/100km",,"3,80 l/100km",Mostrar VIN,,,Classe A,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Tesla,Model 3,Long Range AWD Dual Motor Performance,Eléctrico,Dezembro,2019,174 262 km,,482 cv,Sim,Sim,Sim,Sedan,Branco,Automática,,4,5,Classe 1,Integral,,18 Meses,1,Nacional,Sim,Usados,32 900,8091653184,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-awd-dual-motor-performance-ID8PBKDe.html,Pérola,,Sim,Sim,,,,,4 Março 2027,,,533 km,,Própria,,192 000 km,,StandVirtual,Yes,2024-03-29
Profissional,Cupra,Formentor,1.5 TSI Sport DSG,Gasolina,Junho,2023,9 700 km,1 498 cm3,150 cv,,,,SUV / TT,Preto,Automática,7,5,5,Classe 1,Tracção dianteira,155 g/km,18 Meses,1,Nacional,Sim,Usados,34 950,8090923640,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-sport-dsg-ID8PyGQo.html,Metalizado,,Sim,Sim,"6,50 l/100km",,5 l/100km,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,X2,20 d xDrive Auto X Pack M,Diesel,Fevereiro,2018,74 700 km,1 995 cm3,190 cv,Sim,,Sim,SUV / TT,Cinzento,Automática,8,5,5,,Integral,143 g/km,24 Meses,,,,Usados,39 946,8091628690,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x2-20-d-xdrive-auto-x-pack-m-ID8PBEga.html,Metalizado,,Sim,Sim,,,,Mostrar VIN,,,Série X,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack,Diesel,Dezembro,2022,32 029 km,1 499 cm3,130 cv,Sim,,,Monovolume,Cinzento,Manual,6,5,7,Classe 1,Tracção dianteira,134 g/km,36 Meses,,Nacional,,Usados,36 950,8091867768,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-ID8PCEsg.html,,,,Sim,5 l/100km,,4 l/100km,,,"5,10 l/100km",,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack EAT8,Diesel,Março,2021,123 450 km,1 499 cm3,130 cv,,,,Carrinha,Azul,Automática,8,5,7,Classe 1,,,18 Meses,1,Importado,Sim,Usados,30 900,8091619357,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-eat8-ID8PBBPD.html,Metalizado,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,VW,Arteon,2.0 TDI SCR DSG R-Line,Diesel,Setembro,2019,137 000 km,1 968 cm3,190 cv,,,Sim,Sedan,Preto,Automática,,5,5,Classe 1,,,18 Meses,,Importado,Sim,Usados,33 490,8091037093,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-arteon-2-0-tdi-scr-dsg-r-line-ID8Pzamh.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Particular,MINI,Cooper,Premium Plus Yours Auto,Gasolina,Setembro,2021,28 500 km,1 499 cm3,136 cv,,,,Cabrio,Azul,Automática,7,3,4,Classe 1,Tracção dianteira,131 g/km,,1,Nacional,Sim,Usados,32 690,8091001700,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-premium-plus-yours-auto-ID8Pz19q.html,Metalizado,,Sim,Sim,,8 Setembro 2025,,Mostrar VIN,8 Setembro 2025,,,,,,,100 000 km,,StandVirtual,Yes,2024-03-29
Profissional,Hyundai,Ioniq 5,73kWh Plug & Power+Tejadilho Solar,Eléctrico,Fevereiro,2022,31 000 km,,218 cv,,Sim,Sim,SUV / TT,Branco,Automática,,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Usados,37 900,8090338900,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-ioniq-5-73kwh-plug-power-tejadilho-solar-ID8PveJ6.html,Metalizado,,Sim,Sim,"5,60 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BYD,Atto 3,Design,Eléctrico,Dezembro,2022,20 500 km,,204 cv,,Sim,Sim,SUV / TT,Azul,Automática,,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Importado,Sim,Usados,36 500,8091499563,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/byd-atto-3-design-ID8PB6Ft.html,,,Sim,Sim,,,,Mostrar VIN,,,,450 km,,Própria,,,,StandVirtual,Yes,2024-03-29
Profissional,VW,Golf,GTI Clubsport DSG,Gasolina,Junho,2017,51 000 km,1 984 cm3,265 cv,,,Sim,Utilitário,Branco,Automática,7,3,5,Classe 1,Tracção dianteira,,18 Meses,1,Importado,Sim,Usados,37 500,8091679800,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-gti-clubsport-dsg-ID8PBRyv.html,Metalizado,,Sim,Sim,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Cupra,Leon ST,1.4 e-Hybrid DSG,Híbrido (Gasolina),Maio,2021,35 637 km,1 395 cm3,245 cv,,Sim,Sim,Carrinha,Cinzento,Automática,,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Importado,Sim,Usados,33 500,8091438968,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-leon-st-1-4-e-hybrid-dsg-ID8PAQU8.html,,,Sim,Sim,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
