Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Autonomia Máxima,Emissões CO2,Inspecção válida até,Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Aceita retoma,Possibilidade de financiamento,Garantia de Fábrica até,Garantia de Stand (incl. no preço),Filtro de partículas,IUC,IVA Discriminado,Sub-modelo,Clássico,ou até,Consumo Combinado,Gancho de Reboque,Autonomia,Bateria,Consumo,Valor sem ISV,Capacidade da bateria,Site,Portugal,Data
Profissional,VW,Polo,1.4 TDi Connect,Diesel,Junho,2017,100 000 km,1 422 cm3,90 cv,Sim,Utilitário,Cinzento,Metalizado,Manual,,5,5,Classe 1,,,108 g/km,,,,,Sim,Sim,,,Usados,13 690        EUR,8090260536,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-4-tdi-connect-ID8PwUla.html,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,308 SW,1.6 BlueHDi Allure EAT6,Diesel,Novembro,2017,165 000 km,1 560 cm3,120 cv,Sim,Carrinha,Preto,,Automática,,5,5,,,,,,,,Sim,Sim,,"4,50 l/100km",,Usados,15 000        EUR,8088418071,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-allure-eat6-ID8Pob1Z.html,,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Clio Sport Tourer,1.5 dCi Zen,Diesel,Fevereiro,2017,181 410 km,1 461 cm3,90 cv,Sim,Carrinha,Branco,,Manual,,5,5,,Tracção dianteira,,,,1,Nacional,Sim,Sim,,,,Usados,9 990        EUR,8087635815,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-zen-ID8PkTvX.html,,Sim,,18 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,308,1.5 BlueHDi Style,Diesel,Dezembro,2018,153 751 km,1 499 cm3,102 cv,Sim,Utilitário,Azul,Metalizado,Manual,,5,5,Classe 1,,,,,,Nacional,Sim,Sim,Sim,"3,90 l/100km",,Usados,14 900        EUR,8089160703,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-style-ID8PridW.html,Sim,Sim,,18 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Ford,Focus SW,1.5 TDCi Titanium,Diesel,Setembro,2017,173 361 km,1 499 cm3,120 cv,Sim,Carrinha,Cinzento,,Manual,,5,5,,,,,,,Nacional,Sim,,Sim,,,Usados,12 890        EUR,8090449407,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-5-tdci-titanium-ID8PvHtt.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,MINI,Countryman,Cooper D,Diesel,Outubro,2011,194 495 km,1 598 cm3,112 cv,Sim,Carrinha,Azul,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,111 g/km,,,Nacional,,Sim,,"4,70 l/100km","3,90 l/100km",Usados,12 000        EUR,8089965403,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-d-ID8PuFyX.html,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,VW,Polo,1.0 Confortline,Gasolina,Maio,2017,96 733 km,999 cm3,75 cv,Sim,Utilitário,Preto,,Manual,,5,5,,,,,,,Nacional,Sim,,Sim,,,Usados,13 990        EUR,8089580033,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-confortline-ID8Pt3jj.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Dynamique S EDC CO2 Champion,Diesel,Outubro,2010,196 000 km,1 461 cm3,110 cv,,Carrinha,Cinzento,Metalizado,Automática,6,5,5,Classe 1,,,,,,,Sim,Sim,Sim,,,Usados,7 990        EUR,8090661862,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-dynamique-s-edc-co2-champion-ID8PxAKa.html,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Toyota,Auris,1.8 HSD P.Te.+JLL17+E.Al.,Híbrido (Gasolina),Outubro,2010,197 500 km,1 798 cm3,136 cv,Sim,Utilitário,Preto,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,,,,1,Nacional,Sim,Sim,Sim,"4,10 l/100km",,Usados,11 800        EUR,8090712886,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-auris-1-8-hsd-p-te-jll17-e-al-ID8PxO18.html,,Sim,,18 Meses,,215 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Citroën,C4 Cactus,1.6 BlueHDi OneTone,Diesel,Junho,2018,140 000 km,1 560 cm3,100 cv,Sim,SUV / TT,Azul,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,92 g/km,21/06/2024,,,,Sim,Sim,"4,20 l/100km","3,10 l/100km",Usados,14 500        EUR,8090069641,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-bluehdi-onetone-ID8Pw6Gd.html,Sim,Sim,,18 Meses,,150 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Ford,Focus SW,1.5 TDCi ST-Line,Diesel,Agosto,2018,193 570 km,1 499 cm3,120 cv,Sim,Carrinha,Branco,,Manual,,5,5,,,,,,,Nacional,Sim,,Sim,,,Usados,14 890        EUR,8090644842,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-5-tdci-st-line-ID8PxvjE.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Dacia,Logan MCV,1.5 dCi Comfort,Diesel,Setembro,2016,71 000 km,1 461 cm3,90 cv,,Carrinha,Prateado,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,90 g/km,15/09/2025,1,Nacional,Sim,,Sim,"3,70 l/100km","3,40 l/100km",Usados,12 480        EUR,8090604693,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-logan-mcv-1-5-dci-comfort-ID8PxlS5.html,,,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Smart,Fortwo Cabrio,0.9 Passion 90 Aut.,Gasolina,Agosto,2019,56 000 km,898 cm3,90 cv,,Cabrio,Branco,,Automática,6,2,,,Tracção traseira,,145 g/km,,,,,,,"6,20 l/100km","4,90 l/100km",Usados,8 475        EUR,8090715016,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-cabrio-0-9-passion-90-aut-ID8PxOzu.html,,,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,SEAT,Ateca,,Gasolina,Agosto,2018,193 000 km,1 395 cm3,150 cv,,SUV / TT,Preto,,Automática,,5,,,,,,,,,,,,,,Usados,9 950        EUR,8090714965,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ateca-ID8PxOyF.html,,,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Clio Sport Tourer,1.5 dCi GT Line,Diesel,Outubro,2016,162 930 km,1 461 cm3,90 cv,,Carrinha,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,,,01/10/2024,,,Sim,,Sim,,,Usados,11 750        EUR,8090610343,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-gt-line-ID8Pxnld.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,308 SW,1.5 BlueHDi Active Pack,Diesel,Janeiro,2019,161 000 km,1 499 cm3,102 cv,,Carrinha,Cinzento,Metalizado,Manual,,5,,,,,,,1,,Sim,,Sim,"4,40 l/100km",,Usados,13 500        EUR,8089631719,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-active-pack-ID8PtgKX.html,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Opel,Corsa,1.3 CDTI DPF Color Race,Diesel,Setembro,2013,156 000 km,1 248 cm3,95 cv,Sim,Citadino,Cinzento,Metalizado,Manual,,3,,,,,,,1,,,Sim,Sim,"5,40 l/100km",,Usados,7 990        EUR,8090661630,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-3-cdti-dpf-color-race-ID8PxAGq.html,,Sim,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,GLK 200,,Gasolina,Maio,2014,180 000 km,1 991 cm3,184 cv,,SUV / TT,Preto,,Manual,6,5,,,Tracção traseira,,143 g/km,,,,,,,"6,50 l/100km","5,10 l/100km",Usados,8 240        EUR,8090714927,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glk-200-ID8PxOy3.html,,,,36 Meses,,,,Classe GLK,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,MINI,Cabrio,Cooper S,Gasolina,Dezembro,2010,178 000 km,1 598 cm3,184 cv,,Cabrio,Cinzento,,Manual,6,3,,,Tracção dianteira,,139 g/km,,,,,,,"7,50 l/100km","5,10 l/100km",Usados,14 900        EUR,8090481583,27 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-cooper-s-ID8PvPQr.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Zen,Diesel,Julho,2018,132 500 km,1 461 cm3,90 cv,,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,,,,,1,,Sim,Sim,Sim,"4,30 l/100km",,Usados,13 999        EUR,8089839337,27 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-zen-ID8Pu8LD.html,Sim,Sim,,18 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,MINI,One,D,Diesel,Julho,2017,147 000 km,1 496 cm3,95 cv,,Citadino,Branco,,Manual,6,3,4,Classe 1,,,,01/07/2025,,,,Sim,Sim,,,Usados,13 990        EUR,8088826081,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-one-d-ID8PpTaN.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Smart,City Cabrio,,Gasolina,Agosto,2010,66 000 km,999 cm3,52 cv,,Cabrio,Branco,,Automática,,2,2,,,,106 g/km,,,,,,,,,Usados,7 800        EUR,8090611495,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-city-cabrio-ID8PxnDN.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,308 SW,1.5 BlueHDi Style J17,Diesel,Novembro,2018,192 013 km,1 499 cm3,130 cv,,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,,,,,,Sim,Sim,"4,30 l/100km",,Usados,14 500        EUR,8089898516,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-style-j17-ID8Puoa8.html,Sim,Sim,,18 Meses,,,,,Sim,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,E 63 AMG,Standard,Gasolina,Novembro,2011,170 000 km,5 461 cm3,525 cv,,Sedan,Preto,,Automática,7,5,,,Tracção traseira,,234 g/km,,,,,,,"18,80 l/100km","9,30 l/100km",Usados,8 830        EUR,8090714870,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-63-amg-standard-ID8PxOx8.html,,,,36 Meses,,,,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,5008,1.6 BlueHDi Style,Diesel,Março,2016,374 000 km,1 560 cm3,120 cv,Sim,Monovolume,Cinzento,,Manual,6,5,7,Classe 1,,,,,,,,Sim,,,,Usados,11 900        EUR,8090257667,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-bluehdi-style-ID8PwTAT.html,Sim,Sim,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,CLS 350,,Diesel,Abril,2013,240 000 km,2 987 cm3,265 cv,,Sedan,Branco,,Automática,,5,,,,,,,,,,,,,,Usados,7 870        EUR,8090714837,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cls-350-ID8PxOvB.html,,,,36 Meses,,,,Classe CLS,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Citroën,DS3,1.6 e-HDi Airdream Sport Chic,Diesel,Abril,2012,142 500 km,1 560 cm3,112 cv,,Citadino,Preto,Metalizado,Manual,6,3,,,Tracção dianteira,1 000 km,99 g/km,,,,Sim,Sim,Sim,"4,60 l/100km","3,40 l/100km",Usados,10 000        EUR,8089878126,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-ds3-1-6-e-hdi-airdream-sport-chic-ID8PuiRg.html,,Sim,,18 Meses,,,,,,20 000 km,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,VW,Scirocco,2.0 TDI GTD,Diesel,Abril,2011,161 500 km,1 968 cm3,170 cv,,Coupé,Cinzento,Metalizado,Manual,6,3,4,Classe 1,Tracção dianteira,1 000 km,134 g/km,,,,Sim,Sim,Sim,"6,50 l/100km","4,30 l/100km",Usados,14 000        EUR,8090058343,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-scirocco-2-0-tdi-gtd-ID8Pw3JZ.html,Sim,Sim,,18 Meses,,,,,,30 000 km,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,RCZ,1.6 THP,Gasolina,Agosto,2010,146 860 km,1 598 cm3,156 cv,Sim,Coupé,Preto,Metalizado,Manual,6,2,4,Classe 1,,,,,,,,Sim,Sim,,,Usados,14 500        EUR,8088719938,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-rcz-1-6-thp-ID8PpryO.html,,Sim,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A1 Sportback,1.6 TDI Sport,Diesel,Maio,2013,142 679 km,1 598 cm3,105 cv,Sim,Citadino,Branco,,Manual,5,5,4,Classe 1,,,,,,,,,Sim,,,Usados,14 900        EUR,8089867716,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a1-sportback-1-6-tdi-sport-ID8Pug9m.html,,Sim,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,C 180,AMG Line Aut.,Gasolina,Abril,2016,210 000 km,1 595 cm3,156 cv,,Coupé,Preto,,Automática,9,5,,,Tracção traseira,,139 g/km,,,,,,,"7,70 l/100km","5,30 l/100km",Usados,8 785        EUR,8090714795,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-amg-line-aut-ID8PxOwW.html,,,,36 Meses,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,B 220,,Gasolina,Julho,2019,60 000 km,1 991 cm3,190 cv,,Monovolume,Cinzento,,Automática,,5,,,,,,,,,,,,,,Usados,7 275        EUR,8090714754,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-220-ID8PxOwg.html,,,,36 Meses,,,,Classe B,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,208,1.6 BlueHDi Style,Diesel,Agosto,2018,125 882 km,1 560 cm3,100 cv,Sim,Citadino,Preto,Metalizado,Manual,,5,5,Classe 1,Tracção dianteira,,,,1,,Sim,Sim,Sim,,,Usados,12 980        EUR,8088036330,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-style-ID8PmzIS.html,Sim,Sim,,18 Meses,Sim,"154,12 €",,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,SEAT,Leon ST,1.6 TDI Style Ecomotive,Diesel,Maio,2016,182 000 km,1 598 cm3,110 cv,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,,,,,,Nacional,,Sim,Sim,,,Usados,12 900        EUR,8090645908,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-6-tdi-style-ecomotive-ID8PxvAQ.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Jaguar,F-Pace,3.0 TDV6 300 Sport AWD Aut.,Diesel,Novembro,2016,315 000 km,2 993 cm3,300 cv,,SUV / TT,Cinzento,,Automática,8,5,,,Integral,,204 g/km,,,,,,,,,Usados,8 695        EUR,8090714720,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-3-0-tdv6-300-sport-awd-aut-ID8PxOuI.html,,,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Citroën,DS5,2.0 HDi Hybrid4 Sport Chic CMP6,Híbrido (Diesel),Outubro,2012,181 569 km,1 997 cm3,200 cv,Sim,Sedan,Branco,Pérola,Automática,,5,5,Classe 1,,,,,1,Importado,Sim,Sim,Sim,"4,20 l/100km",,Usados,14 900        EUR,8090518344,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-ds5-2-0-hdi-hybrid4-sport-chic-cmp6-ID8PvZpm.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Audi,A3 Sportback,1.6 TDI Attraction,Diesel,Outubro,2014,241 330 km,1 598 cm3,110 cv,,Utilitário,Branco,,Manual,6,5,5,,Tracção dianteira,,99 g/km,,,Nacional,,,Sim,"4,50 l/100km","3,40 l/100km",Usados,11 900        EUR,8090482093,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-attraction-ID8PvPYF.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Ford,Mondeo,2.0 HEV Titanium,Híbrido (Gasolina),Janeiro,2020,116 000 km,1 999 cm3,187 cv,,Sedan,Branco,,Automática,6,4,,,Tracção dianteira,,127 g/km,,,,,,,"4,70 l/100km","4,40 l/100km",Usados,6 870        EUR,8090714679,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-mondeo-2-0-hev-titanium-ID8PxOu3.html,,,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A6 Avant,2.0 TDi Business Line Advance Multitronic,Diesel,Dezembro,2012,304 000 km,1 968 cm3,177 cv,,Carrinha,Preto,Metalizado,Automática,,5,,,,,,,,,,,,"6,10 l/100km",,Usados,13 750        EUR,8090714652,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-2-0-tdi-business-line-advance-multitronic-ID8PxOtC.html,,,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,208,1.6 BlueHDi Style,Diesel,Junho,2016,177 000 km,1 560 cm3,75 cv,,Citadino,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,90 g/km,13/06/2024,,Nacional,,Sim,Sim,"4,20 l/100km",3 l/100km,Usados,10 300        EUR,8090585665,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-style-ID8PxgWb.html,,,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A4,2.0 TDI Advance S tronic,Diesel,Fevereiro,2019,200 000 km,1 968 cm3,190 cv,,Sedan,Branco,,Automática,7,4,,,Tracção dianteira,,107 g/km,,,,,,,"4,80 l/100km","3,70 l/100km",Usados,7 360        EUR,8090714643,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-2-0-tdi-advance-s-tronic-ID8PxOtt.html,,,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Ford,Fiesta,1.25 Titanium,Gasolina,Março,2011,95 840 km,1 242 cm3,82 cv,,Utilitário,Cinzento,,Manual,5,5,5,Classe 1,Tracção dianteira,,,,,Nacional,,Sim,Sim,,,Usados,9 990        EUR,8090661190,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-25-titanium-ID8PxAzk.html,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Dacia,Logan MCV,0.9 TCe Confort,Gasolina,Novembro,2015,78 500 km,898 cm3,90 cv,,Carrinha,Preto,,Manual,5,5,5,,,,,,2,Nacional,,Sim,Sim,"6,50 l/100km",,Usados,8 500        EUR,8090510882,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-logan-mcv-0-9-tce-confort-ID8PvXt0.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Peugeot,508 SW,,Diesel,Fevereiro,2016,201 000 km,1 560 cm3,120 cv,,Carrinha,Azul,Metalizado,Automática,,5,5,,,,,,,Nacional,,Sim,Sim,,,Usados,9 850        EUR,8089799741,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-ID8PtYsZ.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,508 SW,1.6 BlueHDi Allure,Diesel,Dezembro,2015,228 000 km,1 560 cm3,120 cv,,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,100 g/km,15/12/2023,,Nacional,,Sim,Sim,"4,70 l/100km","3,50 l/100km",Usados,14 990        EUR,8090691199,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-6-bluehdi-allure-ID8PxInl.html,,,,18 Meses,,147 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Kia,Picanto,1.0 CVVT LX,Gasolina,Agosto,2022,8 500 km,998 cm3,67 cv,,Citadino,Cinzento,Metalizado,Manual,,5,5,,,,,,1,Nacional,Sim,Sim,Sim,,,Usados,13 900        EUR,8090596048,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-picanto-1-0-cvvt-lx-ID8PxjCE.html,,Sim,31/08/2029,72 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Nissan,Micra,1.0 IG-T N-Connecta,Gasolina,Julho,2019,68 383 km,999 cm3,100 cv,Sim,Utilitário,Vermelho,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,128 g/km,,1,Nacional,Sim,Sim,Sim,"5,60 l/100km","3,90 l/100km",Usados,14 900        EUR,8089628158,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-n-connecta-ID8PtfPv.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,VW,Golf Variant,1.6 TDi Confortline,Diesel,Abril,2014,280 559 km,1 598 cm3,105 cv,Sim,Carrinha,Cinzento,,Manual,,5,5,,,,,,,Nacional,,,,,,Usados,11 000        EUR,8088784390,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-confortline-ID8PpIkm.html,,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,SEAT,Ibiza ST,1.2 TDi Reference E-Ecomotive,Diesel,Janeiro,2012,262 376 km,1 199 cm3,75 cv,Sim,Carrinha,Vermelho,,Manual,,5,5,,,,,,,Importado,,,Sim,,,Usados,7 950        EUR,8088030533,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-st-1-2-tdi-reference-e-ecomotive-ID8Pmydn.html,,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Fiat,500,1.2 Lounge S&S,Gasolina,Março,2019,75 581 km,1 242 cm3,69 cv,Sim,Citadino,Preto,Mate,Manual,5,3,4,Classe 1,Tracção dianteira,,99 g/km,18/03/2025,1,Nacional,Sim,Sim,Sim,"6,20 l/100km","4,20 l/100km",Usados,13 350        EUR,8089628123,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-s-s-ID8PtfOX.html,Sim,Sim,,18 Meses,,"108,32 €",,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Smart,ForTwo Coupé,1.0 Passion 71,Gasolina,Junho,2015,99 000 km,999 cm3,71 cv,Sim,Citadino,Azul,Metalizado,Manual,5,3,2,Classe 1,,,,,,,,Sim,Sim,,,Usados,9 700        EUR,8090536161,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-1-0-passion-71-ID8Px42J.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,308 SW,1.5 BlueHDi Style,Diesel,Agosto,2018,222 620 km,1 499 cm3,130 cv,Sim,Carrinha,Preto,,Manual,,5,5,,Tracção dianteira,,,,1,Nacional,Sim,Sim,,,,Usados,12 990        EUR,8088364114,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-style-ID8PnVZI.html,,Sim,,18 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Clio Sport Tourer,1.5 dCi Limited EDition,Diesel,Abril,2017,73 135 km,1 461 cm3,90 cv,Sim,Carrinha,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,82 g/km,24/04/2025,1,Nacional,Sim,Sim,Sim,"3,30 l/100km","3,10 l/100km",Usados,14 990        EUR,8089989474,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-limited-edition-ID8PuLPc.html,Sim,Sim,,18 Meses,,"156,21 €",Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Dynamic Sport S/S,Diesel,Outubro,2018,139 587 km,1 598 cm3,136 cv,,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,104 g/km,,1,Nacional,Sim,Sim,Sim,"4,50 l/100km","3,40 l/100km",Usados,14 950        EUR,8090581447,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-dynamic-sport-s-s-ID8PxfP9.html,,,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Opel,Astra Sports Tourer,1.0 Business Edition S/S,Gasolina,Fevereiro,2019,84 000 km,999 cm3,105 cv,Sim,Carrinha,Cinzento,,Manual,5,5,5,Classe 1,Tracção dianteira,,130 g/km,,,Nacional,Sim,Sim,Sim,"5,40 l/100km","4,20 l/100km",Usados,14 450        EUR,8090589487,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-0-business-edition-s-s-ID8PxhUP.html,Sim,Sim,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
