Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,Condição,Preco,ID Anuncio,Data Anuncio,Link,Tipo de cor,Consumo Urbano,Consumo Extra Urbano,Filtro de partículas,Aceita retoma,2º Chave,IUC,Consumo Combinado,Inspecção válida até,Sub-modelo,Autonomia Máxima,Autonomia,Bateria,ou até,Garantia de Fábrica até,Clássico,Consumo,Gancho de Reboque,Capacidade da bateria,Valor sem ISV,Site,Portugal,Data
Particular,Renault,Kangoo,,Diesel,Maio,2020,81 500 km,1 461 cm3,75 cv,,Sim,Sim,Carrinha,Branco,Manual,,5,2,,,,,1,Nacional,Sim,,Usados,14 945        EUR,8090407391,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-kangoo-ID8PvvxN.html,,"4,70 l/100km",,Sim,,Sim,33 €,,23/05/2024,,,,,120 000 km,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Street,Diesel,Dezembro,2016,200 000 km,1 248 cm3,95 cv,,,,Carrinha,Cinzento,Manual,,5,,,,,36 Meses,,,,,Usados,8 890        EUR,8090691305,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-street-ID8PxIp3.html,,"5,30 l/100km",,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Volvo,V40,1.6 D2 Momentum Eco,Diesel,Dezembro,2012,180 000 km,1 560 cm3,115 cv,Sim,,Sim,Utilitário,Preto,Manual,6,5,5,Classe 1,,,18 Meses,1,Nacional,Sim,Sim,Usados,13 950        EUR,8090691303,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-1-6-d2-momentum-eco-ID8PxIp1.html,Metalizado,,,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,Opel,Corsa,1.3 CDTi Enjoy EcoFLEX,Diesel,Junho,2012,140 340 km,1 248 cm3,95 cv,,,,Citadino,Prateado,Manual,5,5,5,Classe 1,Tracção dianteira,95 g/km,,2,,Sim,Sim,Usados,8 000        EUR,8090691296,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-3-cdti-enjoy-ecoflex-ID8PxIoU.html,Metalizado,"4,60 l/100km","3,20 l/100km",,,Sim,"113,34 €",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mitsubishi,ASX,1.6 DI-D Tokyo Edition,Diesel,Março,2016,149 950 km,1 560 cm3,114 cv,Sim,,Sim,SUV / TT,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,119 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,15 000        EUR,8090584492,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-asx-1-6-di-d-tokyo-edition-ID8PxgCg.html,Metalizado,"5,20 l/100km","4,20 l/100km",,Sim,Sim,150 €,,24/03/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,308 SW,1.6 BlueHDi Active,Diesel,Maio,2018,218 783 km,1 560 cm3,100 cv,Sim,Sim,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,Sim,Sim,Usados,11 490        EUR,8087543379,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-active-ID8Pkwu3.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Fiat,Punto Evo,1.2 Dynamic,Gasolina,Janeiro,2011,91 453 km,1 242 cm3,69 cv,Sim,,Sim,Utilitário,Cinzento,Manual,5,5,5,Classe 1,,,36 Meses,1,Nacional,,,Usados,7 450        EUR,8090011433,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-punto-evo-1-2-dynamic-ID8PuRxn.html,,,,,Sim,,,,,,,,,,01/01/0001,,,,,,StandVirtual,Yes,2023-09-25
Particular,Peugeot,RCZ,2.0 HDi,Diesel,Outubro,2011,161 000 km,1 997 cm3,163 cv,,,,Coupé,Branco,Manual,6,2,4,,Tracção dianteira,139 g/km,,,,,,Usados,14 900        EUR,8090691283,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-rcz-2-0-hdi-ID8PxIoH.html,,"6,80 l/100km","4,50 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Audi,A4,2.0 TDI Advance Multitronic,Diesel,Julho,2011,268 000 km,1 968 cm3,143 cv,,,,Sedan,Preto,Automática,7,4,5,Classe 1,Tracção dianteira,149 g/km,18 Meses,,Nacional,Sim,Sim,Usados,13 950        EUR,8090410859,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-2-0-tdi-advance-multitronic-ID8PvxrJ.html,Metalizado,"7,80 l/100km","4,70 l/100km",,,Sim,235 €,,,,840 km,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,Citroën,C4 Grand Picasso,1.6 e-HDi Exclusive,Diesel,Agosto,2015,248 000 km,1 560 cm3,115 cv,,,,Monovolume,Azul,Manual,6,5,7,Classe 1,Tracção dianteira,105 g/km,,,,,,Usados,12 650        EUR,8090689809,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-grand-picasso-1-6-e-hdi-exclusive-ID8PxI0W.html,Metalizado,"4,50 l/100km","3,80 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Citroën,DS4,1.6 e-HDi So Chic CMP6,Diesel,Janeiro,2013,190 000 km,1 560 cm3,112 cv,,,Sim,Utilitário,Branco,Automática,6,5,5,Classe 1,Tracção dianteira,114 g/km,18 Meses,2,Nacional,Sim,Sim,Usados,10 900        EUR,8090113409,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-ds4-1-6-e-hdi-so-chic-cmp6-ID8Pwi49.html,Metalizado,"4,80 l/100km","4,10 l/100km",,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Dacia,Sandero,1.2 16V Confort Bi-Fuel 136g,Gasolina,Março,2011,111 000 km,1 149 cm3,74 cv,,,,Citadino,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,136 g/km,36 Meses,1,Importado,Sim,Sim,Usados,6 850        EUR,8090427418,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-sandero-1-2-16v-confort-bi-fuel-136g-ID8PvBKO.html,Metalizado,"7,60 l/100km","4,80 l/100km",,,Sim,,,20/03/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,508 SW,BlueHDi 150 Stop&Start Style,Diesel,Março,2016,180 000 km,1 997 cm3,150 cv,,,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,102 g/km,18 Meses,2,Importado,Sim,Sim,Usados,12 480        EUR,8090053532,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-bluehdi-150-stop-start-style-ID8Pw2uo.html,Metalizado,"4,60 l/100km","3,50 l/100km",Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,114,d Sport Line,Diesel,Fevereiro,2015,167 000 km,1 598 cm3,95 cv,,,Sim,Utilitário,Branco,Manual,6,3,5,Classe 1,Tracção traseira,,18 Meses,,,Sim,Sim,Usados,12 990        EUR,8090691278,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-114-d-sport-line-ID8PxIoC.html,Metalizado,"4,90 l/100km",,Sim,Sim,Sim,,,,Série 1,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Julho,2017,34 200 km,1 199 cm3,68 cv,,,Sim,Citadino,Branco,Manual,5,5,5,,Tracção dianteira,109 g/km,18 Meses,1,Nacional,,Sim,Usados,12 500        EUR,8089859636,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-ID8Pue32.html,Mate,"5,70 l/100km","4,10 l/100km",,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Chevrolet,Orlando,2.0 VCDi LTZ,Diesel,Novembro,2011,160 000 km,1 998 cm3,163 cv,,,Sim,Monovolume,Cinzento,Manual,6,5,7,Classe 1,Tracção dianteira,159 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,9 390        EUR,8089602334,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/chevrolet-orlando-2-0-vcdi-ltz-ID8Pt970.html,Metalizado,"7,90 l/100km","4,90 l/100km",,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Citroën,C3,1.2 PureTech Shine,Gasolina,Agosto,2017,142 000 km,1 199 cm3,82 cv,Sim,,,Citadino,Branco,Manual,5,5,5,Classe 1,,,18 Meses,,,,Sim,Usados,12 900        EUR,8090691274,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-shine-ID8PxIoy.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,Citroën,C3,1.2 PureTech Seduction,Gasolina,Julho,2013,106 000 km,1 199 cm3,82 cv,,,,Citadino,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,104 g/km,,,,,,Usados,8 500        EUR,8090691272,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-seduction-ID8PxIov.html,Metalizado,"5,50 l/100km","3,90 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,Nissan,Micra,0.9 IG-T N-Connecta Lifestyle S/S,Gasolina,Dezembro,2018,49 947 km,898 cm3,90 cv,,,,Citadino,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,104 g/km,,2,,Sim,Sim,Usados,14 000        EUR,8090559235,23 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-0-9-ig-t-n-connecta-lifestyle-s-s-ID8Pxa2T.html,Metalizado,"5,80 l/100km","3,90 l/100km",,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,Smart,ForTwo Coupé,0.9 Passion 90,Gasolina,Novembro,2015,39 480 km,898 cm3,90 cv,,,,Pequeno citadino,Preto,Manual,5,3,2,,Tracção traseira,131 g/km,,2,Nacional,Sim,,Usados,12 250        EUR,8090308274,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-0-9-passion-90-ID8Pv6L8.html,,"6,30 l/100km","4,60 l/100km",,,Sim,,,03/11/2023,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Fiat,Tipo,1.3 M-Jet Lounge,Diesel,Setembro,2019,199 284 km,1 248 cm3,95 cv,Sim,Sim,Sim,Utilitário,Azul,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,Usados,12 190        EUR,8090618996,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-m-jet-lounge-ID8PxpAM.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,Fiat,Tipo,1.3 Multijet,Diesel,Setembro,2020,52 000 km,1 248 cm3,95 cv,Sim,,,Citadino,Branco,Manual,5,5,5,,Tracção dianteira,120 g/km,,,,,,Usados,14 800        EUR,8090586471,24 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-multijet-ID8Pxh8b.html,,"5,30 l/100km","3,60 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,MINI,Cooper,,Diesel,Fevereiro,2012,169 000 km,1 600 cm3,90 cv,,,,Citadino,Bege,Manual,,3,5,Classe 1,Tracção dianteira,,18 Meses,,,,Sim,Usados,9 950        EUR,8090524827,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-ID8Px15W.html,Metalizado,"4,20 l/100km",,Sim,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Opel,Astra Caravan,1.7 CDTi Cosmo Plus ecoFlex,Diesel,Maio,2010,252 000 km,1 686 cm3,110 cv,,,Sim,Carrinha,Preto,Manual,,5,,,,,18 Meses,,Nacional,Sim,Sim,Usados,5 950        EUR,8090020377,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-caravan-1-7-cdti-cosmo-plus-ecoflex-ID8PuTRD.html,Metalizado,"5,60 l/100km",,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,Lancia,Ypsilon,,Diesel,Julho,2013,122 800 km,1 248 cm3,95 cv,,,,Utilitário,Preto,Manual,5,5,5,Classe 1,Tracção dianteira,,,2,Nacional,,,Usados,7 250        EUR,8090242525,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/lancia-ypsilon-ID8PwPEF.html,Metalizado,,,,,Sim,,,26/07/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,208,1.2 PureTech Style,Gasolina,Junho,2017,93 500 km,1 199 cm3,82 cv,,,Sim,Citadino,Preto,Manual,5,5,5,,Tracção dianteira,104 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,10 990        EUR,8090691269,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-style-ID8PxIot.html,,"5,50 l/100km","3,90 l/100km",,Sim,Sim,,,10/06/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Kia,Rio,1.2 CVVT LX,Gasolina,Setembro,2013,157 000 km,1 248 cm3,85 cv,,,,Citadino,Branco,Manual,5,5,5,Classe 1,Tracção dianteira,109 g/km,36 Meses,1,Importado,Sim,Sim,Usados,8 750        EUR,8090426035,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-rio-1-2-cvvt-lx-ID8PvBow.html,Mate,6 l/100km,"4,10 l/100km",,Sim,Sim,,,20/09/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Kia,Ceed SW,1.6 CRDi EX ISG,Diesel,Abril,2010,137 671 km,1 582 cm3,90 cv,,,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,,,18 Meses,1,Nacional,,,Usados,7 950        EUR,8090192525,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-ceed-sw-1-6-crdi-ex-isg-ID8PwCEd.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,SEAT,Ibiza,1.0 Reference,Gasolina,Novembro,2015,77 000 km,999 cm3,75 cv,Sim,,Sim,Citadino,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,108 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,11 190        EUR,8089288816,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-reference-ID8PrPyg.html,Metalizado,6 l/100km,,,Sim,Sim,102 €,,19/11/2023,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Ford,Fiesta,1.4 TDCi Trend,Diesel,Junho,2010,172 638 km,1 399 cm3,68 cv,Sim,,Sim,Utilitário,Cinzento,Manual,5,5,5,Classe 1,,,18 Meses,1,Nacional,,,Usados,7 999        EUR,8089158774,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-4-tdci-trend-ID8PrhIO.html,Metalizado,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Opel,Corsa,1.2 Enjoy,Gasolina,Novembro,2016,100 435 km,1 229 cm3,70 cv,,,Sim,Citadino,Cinzento,Manual,5,5,5,Classe 1,,,18 Meses,1,Nacional,,Sim,Usados,10 650        EUR,8090618079,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-enjoy-ID8PxplZ.html,Metalizado,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,SEAT,Ibiza,1.6 TDI Copa DPF,Diesel,Maio,2011,211 439 km,1 598 cm3,90 cv,Sim,,Sim,Utilitário,Branco,Manual,5,5,5,Classe 1,,,18 Meses,1,,,,Usados,8 850        EUR,8090618086,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-6-tdi-copa-dpf-ID8Pxpm6.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Clio Sport Tourer,0.9 TCE Luxe,Gasolina,Junho,2015,198 500 km,898 cm3,90 cv,Sim,,Sim,Carrinha,Preto,Manual,5,5,5,,Tracção dianteira,104 g/km,18 Meses,1,,Sim,Sim,Usados,8 450        EUR,8090691267,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-0-9-tce-luxe-ID8PxIor.html,Metalizado,"5,70 l/100km",4 l/100km,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,208,1.2 PureTech Style,Gasolina,Julho,2017,42 000 km,1 199 cm3,82 cv,Sim,,Sim,Citadino,Preto,Manual,5,5,5,Classe 1,,,18 Meses,1,,Sim,Sim,Usados,13 399        EUR,8088256503,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-style-ID8Pnw03.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,Peugeot,5008,1.6 E-HDi 5L Active 2-Tronic,Diesel,Maio,2011,545 000 km,1 560 cm3,112 cv,,,,SUV / TT,Preto,Automática,6,5,7,,Tracção dianteira,115 g/km,,,Nacional,,,Usados,5 000        EUR,8090482067,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-e-hdi-5l-active-2-tronic-ID8PvPYf.html,,"5,40 l/100km","4,10 l/100km",,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Nissan,Micra,1.5 DCi BOSE Limited Edition S/S,Diesel,Maio,2018,114 000 km,1 461 cm3,90 cv,Sim,,Sim,Citadino,Preto,Manual,5,5,5,Classe 1,Tracção dianteira,88 g/km,18 Meses,,,Sim,Sim,Usados,13 990        EUR,8088881895,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-5-dci-bose-limited-edition-s-s-ID8Pq7H1.html,Metalizado,"3,80 l/100km",,,Sim,Sim,148 €,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Fiat,Tipo,1.3 M-Jet Lounge,Diesel,Junho,2018,170 083 km,1 248 cm3,95 cv,Sim,Sim,Sim,Utilitário,Preto,Manual,,5,5,,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,Usados,11 890        EUR,8088034706,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-m-jet-lounge-ID8PmziG.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Alfa Romeo,MiTo,1.3 JTD Distinctive S&S,Diesel,Agosto,2012,114 000 km,1 248 cm3,85 cv,,,Sim,Citadino,Vermelho,Manual,5,3,5,Classe 1,Tracção dianteira,,18 Meses,2,Nacional,Sim,Sim,Usados,9 950        EUR,8090411895,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-mito-1-3-jtd-distinctive-s-s-ID8PvxIr.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Citroën,C4 Cactus,1.6 BlueHDi OneTone,Diesel,Junho,2018,140 000 km,1 560 cm3,100 cv,Sim,,Sim,SUV / TT,Azul,Manual,5,5,5,Classe 1,Tracção dianteira,92 g/km,18 Meses,,,,Sim,Usados,14 500        EUR,8090069641,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-bluehdi-onetone-ID8Pw6Gd.html,Metalizado,"4,20 l/100km","3,10 l/100km",,Sim,Sim,150 €,,21/06/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Opel,Astra Sports Tourer,1.6 CDTi Executive S/S,Diesel,Abril,2015,145 000 km,1 598 cm3,110 cv,Sim,,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,,,18 Meses,,Nacional,Sim,,Usados,12 990        EUR,8090449138,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-executive-s-s-ID8PvHp8.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,SEAT,Ibiza,1.6 TDI FR,Diesel,Outubro,2013,167 000 km,1 598 cm3,105 cv,Sim,,Sim,Citadino,Preto,Manual,,5,5,Classe 1,,,18 Meses,,Nacional,Sim,,Usados,11 990        EUR,8090252672,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-6-tdi-fr-ID8PwSik.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Ford,Focus SW,1.5 TDCi EcoBlue ST-Line X,Diesel,Setembro,2018,129 000 km,1 499 cm3,120 cv,,Sim,Sim,Carrinha,Cinzento,Manual,,5,,,,,36 Meses,,,,,Usados,14 999        EUR,8090691264,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-5-tdci-ecoblue-st-line-x-ID8PxIoo.html,Metalizado,"4,10 l/100km",,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Clio Sport Tourer,0.9 TCe Limited,Gasolina,Junho,2018,70 615 km,898 cm3,90 cv,,,Sim,Carrinha,Branco,Manual,5,5,5,,,105 g/km,18 Meses,,Nacional,,,Usados,14 300        EUR,8090111563,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-0-9-tce-limited-ID8PwhAn.html,,,,,,Sim,"108,32 €",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,SEAT,Ibiza,SC 1.0 EcoTSI FR,Gasolina,Agosto,2016,106 659 km,999 cm3,110 cv,,,Sim,Citadino,Cinzento,Manual,,3,5,,,,18 Meses,,Nacional,Sim,,Usados,14 500        EUR,8090033092,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-sc-1-0-ecotsi-fr-ID8PuXaI.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Mégane Coupe,1.5 dCi Dynamique S,Diesel,Setembro,2010,160 000 km,1 461 cm3,110 cv,Sim,,,Coupé,Branco,Manual,6,2,5,Classe 1,Tracção dianteira,114 g/km,36 Meses,,,,,Usados,8 950        EUR,8090691241,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-coupe-1-5-dci-dynamique-s-ID8PxIo1.html,Metalizado,"5,60 l/100km",4 l/100km,,,,150 €,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Ford,Focus,1.5 TDCi EcoBlue Business,Diesel,Junho,2018,149 000 km,1 499 cm3,120 cv,,Sim,Sim,Utilitário,Cinzento,Manual,,5,5,,,,36 Meses,,,,,Usados,12 999        EUR,8090691247,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-1-5-tdci-ecoblue-business-ID8PxIo7.html,Metalizado,4 l/100km,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Clio,,Gasolina,Fevereiro,2020,82 540 km,999 cm3,101 cv,Sim,,Sim,Utilitário,Preto,Manual,5,5,5,Classe 1,,,18 Meses,1,,Sim,Sim,Usados,14 990        EUR,8090053861,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-ID8Pw2zH.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Skoda,Fabia,1.4 TDi Style,Diesel,Junho,2018,137 000 km,1 422 cm3,90 cv,,,Sim,Citadino,Branco,Manual,,5,5,,,,18 Meses,,,,,Usados,13 950        EUR,8088242624,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/skoda-fabia-1-4-tdi-style-ID8Pnroc.html,,4 l/100km,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,208,1.2 PureTech GT Line,Gasolina,Setembro,2015,112 871 km,1 199 cm3,110 cv,,,,Utilitário,Preto,Manual,5,5,5,Classe 1,Tracção dianteira,103 g/km,18 Meses,,Nacional,,Sim,Usados,14 190        EUR,8090099626,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-gt-line-ID8PwetQ.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,208,1.6 BlueHDi Active,Diesel,Abril,2017,115 519 km,1 560 cm3,75 cv,Sim,,Sim,Utilitário,Cinzento,Manual,5,5,5,Classe 1,,,18 Meses,1,,,Sim,Usados,13 750        EUR,8089944334,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-active-ID8PuA58.html,,,,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Citroën,C3,1.2 PureTech Attraction,Gasolina,Fevereiro,2015,131 000 km,1 199 cm3,82 cv,,,Sim,Citadino,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,107 g/km,18 Meses,,Nacional,Sim,Sim,Usados,9 870        EUR,8089159988,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-attraction-ID8Pri2o.html,Metalizado,"5,60 l/100km",,,,Sim,110 €,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Clio Sport Tourer,1.5 dCi GT Line,Diesel,Junho,2016,133 000 km,1 461 cm3,90 cv,,,Sim,Carrinha,Branco,Manual,5,5,5,Classe 1,Tracção dianteira,82 g/km,18 Meses,,Nacional,,Sim,Usados,12 770        EUR,8088921403,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-gt-line-ID8PqhYf.html,Metalizado,"4,30 l/100km",,Sim,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Nissan,Pulsar,1.5 dCi Acenta,Diesel,Junho,2016,95 800 km,1 461 cm3,110 cv,,,Sim,Utilitário,Branco,Manual,,5,5,,,94 g/km,18 Meses,,Nacional,,,Usados,13 900        EUR,8090412380,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-pulsar-1-5-dci-acenta-ID8PvxQg.html,Metalizado,,,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,Peugeot,108,1.0 VTi Active,Gasolina,Junho,2018,29 300 km,998 cm3,72 cv,,,,Pequeno citadino,Cinzento,Manual,5,5,4,Classe 1,,,,,,Sim,Sim,Usados,11 990        EUR,8088184137,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-108-1-0-vti-active-ID8PncaR.html,Metalizado,"4,90 l/100km",,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
