Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Versão,Valor Fixo,Tracção,IUC,Filtro de partículas,Consumo Urbano,Emissões CO2,Registo(s),IVA Discriminado,Autonomia Máxima,Consumo Extra Urbano,Inspecção válida até,Consumo Combinado,Sub-modelo,Gancho de Reboque,Clássico,Garantia de Fábrica até,Autonomia,Capacidade da bateria,Bateria,Consumo,ou até,Valor sem ISV,Site,Portugal,Data
Profissional,VW,Passat Variant,Diesel,Janeiro,2011,161 700 km,1 598 cm3,105 cv,Sim,Sim,Carrinha,Azul,,Manual,6,5,5,Classe 1,18 Meses,Nacional,,,Sim,Usados,10 900        EUR,8090607925,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-6-tdi-confortline-bluemotion-ID8PxmId.html,1.6 TDI Confortline BlueMotion,,,,,,,,,,,04/01/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Citroën,C4 Cactus,Gasolina,Março,2018,148 263 km,1 199 cm3,82 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,,5,5,Classe 1,18 Meses,,,Sim,Sim,Usados,11 490        EUR,8090220885,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-2-puretech-feel-ID8PwK1D.html,1.2 PureTech Feel,,,,,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Toyota,Aygo,Gasolina,Novembro,2018,78 000 km,998 cm3,72 cv,Sim,,Carrinha,Branco,,Automática,,5,4,,18 Meses,Nacional,,,,Usados,13 900        EUR,8089577714,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-aygo-1-0-x-play-plus-mm-ID8Pt2HU.html,1.0 X-Play Plus MM,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Fiat,500,Gasolina,Março,2015,90 000 km,1 242 cm3,69 cv,Sim,,Pequeno citadino,Cinzento,,Manual,5,3,4,Classe 1,36 Meses,Nacional,,,Sim,Usados,10 990        EUR,8090540047,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8Px53p.html,1.2 Lounge,Sim,,,,,,,,,,,,,,,01/01/0001,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,SEAT,Ibiza,Diesel,Janeiro,2017,145 000 km,1 422 cm3,90 cv,Sim,,Citadino,Prateado,,Manual,5,5,5,Classe 1,18 Meses,,,Sim,Sim,Usados,12 490        EUR,8090540046,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-ID8Px53o.html,,Sim,,,,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Alfa Romeo,Giulietta,Diesel,Julho,2016,109 990 km,1 598 cm3,120 cv,Sim,Sim,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,18 Meses,Nacional,,Sim,,Usados,14 950        EUR,8089628677,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulietta-1-6-jtdm-sport-ID8PtfXT.html,1.6 JTDm Sport,Sim,Tracção dianteira,,,,99 g/km,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,520,Diesel,Agosto,2011,342 492 km,1 995 cm3,184 cv,Sim,Sim,Carrinha,Preto,,Manual,6,5,5,Classe 1,18 Meses,Importado,,,Sim,Usados,11 990        EUR,8090263639,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-ID8PwW9d.html,d Pack M,,Tracção traseira,,,,135 g/km,,,,,,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Smart,ForFour,Gasolina,Março,2015,47 000 km,999 cm3,71 cv,Sim,Sim,Citadino,Branco,,Manual,,5,4,,18 Meses,Importado,,,Sim,Usados,10 900        EUR,8090253442,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-forfour-1-0-passion-71-ID8PwSuK.html,1.0 Passion 71,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Nissan,Micra,Diesel,Junho,2018,122 575 km,1 461 cm3,90 cv,Sim,Sim,Citadino,Branco,Metalizado,Manual,6,5,5,Classe 1,18 Meses,Nacional,,Sim,,Usados,14 250        EUR,8089815517,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-5-dci-n-connecta-power-s-s-ID8Pu2zr.html,1.5 DCi N-Connecta Power S/S,,Tracção dianteira,,,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Toyota,Yaris,Diesel,Novembro,2016,189 992 km,1 364 cm3,90 cv,Sim,Sim,Utilitário,Cinzento,,Manual,,5,5,,18 Meses,Nacional,Sim,,Sim,Usados,13 590        EUR,8090259851,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-4-d-4d-sport-ID8PwUa7.html,1.4 D-4D Sport,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,118,Diesel,Novembro,2011,174 000 km,1 995 cm3,143 cv,Sim,Sim,Citadino,Branco,,Manual,6,5,5,,18 Meses,Nacional,,Sim,Sim,Usados,13 999        EUR,8090102680,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-118-d-line-sport-ID8Pwfh6.html,d Line Sport,,Tracção dianteira,,,,,,,,,01/11/2023,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Fiat,Tipo Station Wagon,Diesel,Dezembro,2018,203 675 km,1 248 cm3,95 cv,Sim,Sim,Carrinha,Branco,,Manual,,5,5,,18 Meses,Nacional,Sim,,Sim,Usados,11 890        EUR,8090259854,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-lounge-tech-ID8PwUaa.html,1.3 M-Jet Lounge Tech,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Honda,CR-Z,Híbrido (Gasolina),Dezembro,2010,134 690 km,1 497 cm3,124 cv,,,Coupé,Preto,,Manual,,2,4,,18 Meses,Nacional,,,Sim,Usados,11 000        EUR,8089245148,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/honda-cr-z-1-5-ima-i-vtec-s-ID8PrEbV.html,1.5 IMA i-VTEC S,,,,,,,,,,,29/12/2023,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,VW,Polo,Gasolina,Março,2017,103 210 km,999 cm3,60 cv,Sim,Sim,Citadino,Preto,,Manual,,5,5,,18 Meses,Nacional,Sim,,Sim,Usados,12 390        EUR,8088296523,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-trendline-ID8PnFpx.html,1.0 Trendline,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,SEAT,Arona,Gasolina,Novembro,2018,127 000 km,999 cm3,95 cv,Sim,Sim,SUV / TT,Branco,,Manual,5,5,5,Classe 1,18 Meses,,,Sim,Sim,Usados,14 900        EUR,8090473665,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8PvNMJ.html,1.0 TSI Style,,Tracção dianteira,,,,131 g/km,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Honda,Civic,Diesel,Julho,2013,170 000 km,1 597 cm3,120 cv,Sim,Sim,Utilitário,Branco,Pérola,Manual,6,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,Usados,13 250        EUR,8089990371,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/honda-civic-1-6-i-dtec-sport-ID8PuM3F.html,1.6 i-DTEC Sport,Sim,Tracção dianteira,,,4 l/100km,98 g/km,1,,,"3,60 l/100km",25/07/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Fiat,Punto,Diesel,Julho,2013,220 557 km,1 248 cm3,85 cv,,,Citadino,Cinzento,,Manual,5,5,4,,,,,,,Usados,6 350        EUR,8089810323,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-punto-ID8Pu1dF.html,,,Tracção dianteira,,,,90 g/km,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Toyota,Yaris,Gasolina,Julho,2018,56 692 km,998 cm3,69 cv,Sim,Sim,Citadino,Azul,Metalizado,Manual,,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,Usados,14 490        EUR,8086208159,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-p-style-ID8PeU8f.html,1.0 VVT-i Comfort+P.Style,,Tracção dianteira,,,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,VW,Golf Variant,Diesel,Novembro,2012,250 000 km,1 598 cm3,105 cv,,,Carrinha,Dourado,Pérola,Automática,,5,5,,,,,,,Usados,7 950        EUR,8090601247,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-confortline-dsg-ID8PxkYw.html,1.6 TDi Confortline DSG,,,,,"4,50 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Renault,Kangoo,Diesel,Dezembro,2016,200 447 km,1 461 cm3,90 cv,Sim,Sim,Carrinha,Branco,,Manual,,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,Usados,14 490        EUR,8090542223,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-kangoo-1-5-dci-maxi-business-s-s-ID8Px5Cw.html,1.5 dCi Maxi Business S/S,Sim,Tracção dianteira,,,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Fiat,Tipo,Diesel,Março,2019,101 000 km,1 248 cm3,95 cv,Sim,Sim,Citadino,Cinzento,,Manual,5,5,5,Classe 1,18 Meses,Nacional,,Sim,Sim,Usados,14 750        EUR,8090300847,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-m-jet-lounge-tech-j17-ID8Pv4Pl.html,1.3 M-Jet Lounge Tech J17,,Tracção dianteira,,,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Smart,ForFour,Gasolina,Maio,2015,89 461 km,999 cm3,71 cv,Sim,,Pequeno citadino,Laranja,,Manual,5,5,4,,36 Meses,Importado,,,,Usados,9 900        EUR,8090259999,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-forfour-1-0-passion-71-ID8PwUcw.html,1.0 Passion 71,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mitsubishi,Space Star,Gasolina,Março,2022,23 000 km,1 193 cm3,71 cv,Sim,Sim,Utilitário,Preto,Metalizado,Manual,5,5,5,Classe 1,18 Meses,Nacional,,Sim,Sim,Usados,13 250        EUR,8089512190,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-2-intense-ID8PsLF4.html,1.2 Intense,,Tracção traseira,,,"5,30 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Citroën,C3,Diesel,Outubro,2013,175 825 km,1 398 cm3,70 cv,,,Utilitário,Prateado,Metalizado,Manual,5,5,5,Classe 1,18 Meses,Nacional,,Sim,Sim,Usados,7 499        EUR,8090526516,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-4-hdi-attraction-ID8Px1xa.html,1.4 HDi Attraction,,Tracção dianteira,,,"4,50 l/100km",99 g/km,,,,"3,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,SEAT,Ibiza,Diesel,Abril,2019,163 989 km,1 598 cm3,95 cv,Sim,Sim,Utilitário,Branco,,Manual,,5,5,,18 Meses,Nacional,Sim,,Sim,Usados,14 490        EUR,8087537601,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-6-tdi-reference-ID8PktYR.html,1.6 TDI Reference,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Ford,Fiesta,Diesel,Fevereiro,2014,43 250 km,1 499 cm3,75 cv,,,Citadino,Preto,,Manual,5,5,5,Classe 1,18 Meses,Nacional,,Sim,Sim,Usados,10 950        EUR,8090526497,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-5-tdci-titanium-ID8Px1vR.html,1.5 TDCi Titanium,,Tracção dianteira,,,"4,40 l/100km",89 g/km,,,,"3,30 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Citroën,C4 Cactus,Gasolina,Janeiro,2016,59 000 km,1 199 cm3,82 cv,Sim,,Utilitário,Branco,,Manual,,5,5,,18 Meses,Nacional,,Sim,Sim,Usados,13 450        EUR,8090607726,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-2-puretech-shine-ed-moonlight-ID8PxmF0.html,1.2 PureTech Shine Ed.Moonlight,,,,,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Citroën,C4 Cactus,Diesel,Fevereiro,2015,167 000 km,1 560 cm3,92 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,18 Meses,,,Sim,Sim,Usados,12 500        EUR,8090607856,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-e-hdi-feel-etg6-ID8PxmH6.html,1.6 e-HDi Feel ETG6,,,,,"3,80 l/100km",,2,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,MINI,Cabrio,Diesel,Fevereiro,2011,200 000 km,1 598 cm3,112 cv,,,Cabrio,Preto,,Manual,6,3,4,Classe 1,,,,Sim,,Usados,11 950        EUR,8090607854,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-cooper-d-ID8PxmH4.html,Cooper D,,Tracção dianteira,,,"4,50 l/100km",,2,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Renault,Clio,Diesel,Novembro,2014,298 312 km,1 461 cm3,88 cv,Sim,Sim,Carrinha,Preto,,Manual,5,5,5,Classe 1,18 Meses,Importado,,Sim,Sim,Usados,8 490        EUR,8090386508,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-90-fap-dynamique-ID8Pvr6Y.html,1.5 dCi 90 FAP Dynamique,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Renault,Mégane Coupe,Gasolina,Março,2014,106 007 km,1 197 cm3,132 cv,,,Coupé,Azul,Metalizado,Manual,6,2,5,,18 Meses,,,,Sim,Usados,11 250        EUR,8090212632,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-coupe-energy-tce-130-start-stop-bose-edition-ID8PwHSv.html,ENERGY TCe 130 Start & Stop Bose Edition,,Tracção dianteira,,,"6,70 l/100km",124 g/km,,,,"4,60 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Peugeot,208,Diesel,Julho,2020,108 283 km,1 499 cm3,102 cv,Sim,Sim,Citadino,Branco,Metalizado,Manual,,5,5,,18 Meses,,,,Sim,Usados,14 900        EUR,8087398329,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-active-business-pack-ID8PjTKx.html,1.5 BlueHDi Active Business Pack,,,,,"3,70 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mitsubishi,Space Star,Gasolina,Junho,2014,86 000 km,1 193 cm3,80 cv,Sim,Sim,Citadino,Preto,,Manual,5,5,5,Classe 1,18 Meses,Nacional,,,Sim,Usados,9 890        EUR,8088902034,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-2-intense-cleartec-ID8PqcWQ.html,1.2 Intense ClearTec,,Tracção dianteira,108 €,,5 l/100km,100 g/km,,,,,01/06/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Renault,Clio Sport Tourer,Diesel,Janeiro,2019,79 000 km,1 461 cm3,90 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,,5,,,18 Meses,Importado,,Sim,Sim,Usados,14 950        EUR,8090607850,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-dci-90-dynamique-ID8PxmH0.html,dCi 90 Dynamique,,,,Sim,"4,30 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,VW,Polo,Gasolina,Setembro,2014,64 000 km,999 cm3,75 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,,3,5,,18 Meses,Nacional,,Sim,Sim,Usados,10 750        EUR,8090459322,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-blue-motion-trendline-ID8PvK3o.html,1.0 (Blue Motion ) Trendline,,,,,"5,80 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Peugeot,208,Gasolina,Julho,2016,137 000 km,1 199 cm3,82 cv,,Sim,Citadino,Branco,Mate,Manual,5,5,5,Classe 1,18 Meses,Nacional,,,Sim,Usados,10 900        EUR,8088913679,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-style-ID8PqfXF.html,1.2 PureTech Style,,Tracção dianteira,,,"5,50 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Renault,Twingo,Gasolina,Março,2017,80 294 km,898 cm3,90 cv,Sim,Sim,Citadino,Preto,Metalizado,Automática,,5,4,,18 Meses,,,,Sim,Usados,13 900        EUR,8088782988,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-twingo-0-9-tce-edc-ID8PpHXK.html,0.9 TCe EDC,,,,,6 l/100km,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Fiat,Panda,GPL,Novembro,2012,180 195 km,1 242 cm3,69 cv,Sim,Sim,Utilitário,Cinzento,,Manual,5,5,4,,18 Meses,Nacional,,Sim,Sim,Usados,7 350        EUR,8089604607,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-2-lounge-gpl-ID8Pt9HF.html,1.2 Lounge GPL,,Tracção dianteira,,,"6,40 l/100km",119 g/km,,,,"4,30 l/100km",29/11/2023,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Toyota,Yaris,Gasolina,Maio,2017,59 000 km,998 cm3,72 cv,,Sim,Citadino,Branco,Mate,Manual,5,5,5,Classe 1,24 Meses,Nacional,,Sim,Sim,Usados,13 500        EUR,8088773625,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-exclusive-ID8PpFvJ.html,1.0 VVT-i Exclusive,,Tracção dianteira,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mitsubishi,L200,Diesel,Julho,2011,353 000 km,2 477 cm3,136 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Manual,,2,3,,18 Meses,Nacional,,,,Usados,14 900        EUR,8082268618,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-l200-2-5-di-d-club-invite-ac-3l-4wd-ID8OYnhg.html,2.5 DI-D Club Invite AC 3L 4WD,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,SEAT,Ibiza,Diesel,Julho,2010,244 266 km,1 422 cm3,80 cv,Sim,Sim,Utilitário,Branco,,Manual,5,3,5,Classe 1,18 Meses,Nacional,,Sim,Sim,Usados,7 450        EUR,8090029268,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-4-tdi-ecomotive-dpf-ID8PuVb2.html,1.4 TDi Ecomotive DPF,,Tracção dianteira,,,"5,70 l/100km",99 g/km,,,,"4,10 l/100km",15/07/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Opel,Corsa,Diesel,Março,2015,171 000 km,1 248 cm3,95 cv,,,Citadino,Cinzento,,Manual,5,5,5,,36 Meses,,,,,Usados,9 499        EUR,8090517354,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-3-cdti-cosmo-ID8PvZ9o.html,1.3 CDTi Cosmo,,Tracção dianteira,,,"3,80 l/100km",85 g/km,,,,3 l/100km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Opel,Insignia Sports Tourer,Diesel,Agosto,2016,187 000 km,1 598 cm3,136 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,18 Meses,,Sim,Sim,Sim,Usados,14 250        EUR,8087703942,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-insignia-sports-tourer-1-6-cdti-executive-s-s-j18-ID8PlbfM.html,1.6 CDTi Executive S/S J18,Sim,Tracção dianteira,,,"4,80 l/100km",114 g/km,1,,,"3,70 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Citroën,C4 Grand Picasso,Diesel,Julho,2014,130 000 km,1 560 cm3,115 cv,Sim,Sim,Monovolume,Prateado,Metalizado,Manual,6,5,7,Classe 1,18 Meses,,Sim,Sim,Sim,Usados,14 890        EUR,8088536617,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-grand-picasso-1-6-e-hdi-exclusive-ID8PoFS1.html,1.6 e-HDi Exclusive,Sim,Tracção dianteira,"154,12 €",Sim,"4,50 l/100km",105 g/km,2,,1 375 km,,25/07/2023,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Peugeot,308,Diesel,Outubro,2011,235 000 km,1 560 cm3,92 cv,,,Utilitário,Preto,Metalizado,Manual,5,5,5,Classe 1,18 Meses,Nacional,,,Sim,Usados,7 350        EUR,8090585391,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-hdi-active-ID8PxgQL.html,1.6 HDi Active,,Tracção dianteira,,,"4,30 l/100km",93 g/km,,,,"3,30 l/100km",13/10/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Volvo,V60,Diesel,Janeiro,2013,263 947 km,1 984 cm3,163 cv,Sim,Sim,Carrinha,Preto,,Manual,6,5,5,Classe 1,18 Meses,Nacional,,Sim,Sim,Usados,12 450        EUR,8087933152,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d4-momentum-start-stop-ID8Pm8SI.html,2.0 D4 Momentum Start/Stop,,,,,"5,20 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Smart,ForTwo Coupé,Gasolina,Julho,2010,87 000 km,999 cm3,71 cv,Sim,Sim,Cabrio,Cinzento,Mate,Automática,5,2,2,Classe 1,18 Meses,Importado,,,Sim,Usados,7 900        EUR,8089913769,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-1-0-mhd-pure-71-ID8Pus89.html,1.0 mhd Pure 71,,Tracção traseira,,,"4,60 l/100km",99 g/km,,,,4 l/100km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Alfa Romeo,Giulietta,Diesel,Dezembro,2014,110 282 km,1 598 cm3,105 cv,Sim,Sim,Utilitário,Vermelho,,Manual,6,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,Usados,14 500        EUR,8089850592,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulietta-1-6-jtdm-exclusive-ID8PubHa.html,1.6 JTDm Exclusive,Sim,Tracção dianteira,"154,12 €",,5 l/100km,104 g/km,1,,,"3,40 l/100km",23/12/2023,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Peugeot,208,Diesel,Dezembro,2012,234 356 km,1 560 cm3,92 cv,Sim,Sim,Citadino,Preto,Metalizado,Manual,5,5,5,Classe 1,18 Meses,Importado,Sim,,Sim,Usados,10 450        EUR,8089447246,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-e-hdi-allure-ID8PsuLA.html,1.6 e-HDi Allure,,Tracção dianteira,,,"4,50 l/100km",98 g/km,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Citroën,C3,Diesel,Maio,2017,112 000 km,1 560 cm3,75 cv,,Sim,Citadino,Branco,Metalizado,Manual,5,5,5,Classe 1,24 Meses,Nacional,,,Sim,Usados,13 250        EUR,8088363883,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-6-bluehdi-feel-ID8PnVWZ.html,1.6 BlueHDi Feel,,Tracção dianteira,,,"4,30 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Renault,Mégane,Diesel,Setembro,2017,162 506 km,1 461 cm3,90 cv,,,Utilitário,Prateado,Metalizado,Manual,6,5,5,Classe 1,18 Meses,,,Sim,Sim,Usados,13 999        EUR,8090441256,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-dci-zen-ID8PvFm0.html,1.5 dCi Zen,,Tracção dianteira,,,"4,20 l/100km",95 g/km,,,,"3,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Opel,Insignia Sports Tourer,Diesel,Abril,2018,234 693 km,1 598 cm3,110 cv,,Sim,Carrinha,Branco,,Manual,6,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,,Usados,13 290        EUR,8087501745,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-insignia-sports-tourer-1-6-cdti-business-edition-ID8PkkEx.html,1.6 CDTi Business Edition,Sim,Tracção dianteira,,,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Mercedes-Benz,C 220,Diesel,Dezembro,2011,419 000 km,2 143 cm3,170 cv,,,Carrinha,Cinzento,Metalizado,Automática,5,5,,Classe 1,,Importado,,Sim,Sim,Usados,11 900        EUR,8090573100,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-cdi-classic-blueefficiency-aut-ID8PxdEv.html,CDi Classic BlueEfficiency Aut.,,Tracção traseira,,,"8,20 l/100km",157 g/km,,,,"4,70 l/100km",,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Toyota,Avensis SW,Diesel,Julho,2010,556 000 km,1 998 cm3,126 cv,,,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,18 Meses,Nacional,,,,Usados,6 990        EUR,8090422373,11 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-avensis-sw-2-0-d-4d-exclusive-pele-gps-ID8PvArr.html,2.0 D-4D Exclusive +Pele+GPS,,Tracção dianteira,224 €,,"6,70 l/100km",140 g/km,1,,800 km,"4,60 l/100km",21/07/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
